1,Ademuz,40.06139,-1.28677
2,Ador,38.91823,-0.22247
3,Adsubia,38.84819,-0.15324
4,Adzaneta,40.21616,-0.17028
5,Agost,38.44003,-0.63836
6,Agres,38.78333,-0.51667
7,Agullent,38.82273,-0.54833
8,Aielo de Malferit,38.88333,-0.58333
9,Alaquàs,39.45568,-0.461
10,Albaida,38.83798,-0.51721
11,Albal,39.4,-0.41667
12,Albalat de la Ribera,39.2,-0.38333
13,Albalat dels Sorells,39.53333,-0.35
14,Albalat dels Tarongers,39.7,-0.33333
15,Albatera,38.17902,-0.87059
16,Alberic,39.11667,-0.51667
17,Albocàsser,40.35,0.03333
18,Alborache,39.38333,-0.76667
19,Alboraya,39.5,-0.35
20,Albuixech,39.55,-0.31667
21,Alcalalí,38.75038,-0.04013
22,Alcalà de Xivert,40.3,0.23333
23,Alcàntera de Xúquer,39.06667,-0.55
24,Alcàsser,39.36791,-0.44447
25,Alcocéber,40.25142,0.28433
26,Alcocer de Planes,38.79501,-0.40244
27,Alcoy,38.70545,-0.47432
28,Alcublas,39.8,-0.7
29,Alcudia de Veo,39.91667,-0.35
30,Aldaia,39.46569,-0.46005
31,Alfafar,39.41667,-0.38333
32,Alfafara,38.77339,-0.55551
33,Alfara de Algimia,39.76667,-0.35
34,Alfara del Patriarca,39.55,-0.38333
35,Alfarp,39.28333,-0.55
36,Alfarrasí,38.9,-0.5
37,Alfauir,38.93333,-0.25
38,Alfondeguilla,39.83333,-0.26667
39,Algemesí,39.19042,-0.43572
40,Algimia de Alfara,39.75,-0.36667
41,Algimia de Almonacid,39.91667,-0.43333
42,Alginet,39.26667,-0.46667
43,Algorfa,38.08636,-0.79646
44,Algueña,38.33905,-1.00433
45,Alicante,38.34517,-0.48149
46,Almassora,39.94729,-0.06313
47,Almedíjar,39.86667,-0.4
48,Almenara,39.75,-0.21667
49,Almiserà,38.91667,-0.28333
50,Almoines,38.94325,-0.18155
51,Almoradí,38.10879,-0.79197
52,Almudaina,38.75999,-0.35149
53,Almussafes,39.28333,-0.41667
54,Alpuente,39.86667,-1.01667
55,Alquerías del Niño Perdido,39.89466,-0.12943
56,Altea,38.59885,-0.05139
57,Altura,39.85,-0.51667
